Description,Pre-Tax Amount,Tax Amount,Discount Amount,Name,Total Amount,Date,base_price_amount,revenue_category,membership_size,membership_freq,is_founder,is_free_membership,date_,Data Source,Day Pass Count
Regular,8.95,0.74,0.0,Midnight Lightning Chalktopus,9.69,2024-09-26,8.95,Retail,,,False,False,2024-09-26 00:27:15+00:00,Square,0
Chunky Blend Chalk - 1.5oz,4.95,0.41,0.0,Midnight Lightning Chunky Blend Chalk,5.36,2024-09-26,4.95,Retail,,,False,False,2024-09-26 00:27:15+00:00,Square,0
Regular,0.7999999999999999,0.12,0.6,Ozarka Water Bottle 16.9oz,1.52,2024-09-25,2.0,Retail,,,False,False,2024-09-25 23:18:11+00:00,Square,0
Regular,8.0,0.66,0.0,SoiLL Boar Hair Brush 3.0,8.66,2024-09-25,8.0,Retail,,,False,False,2024-09-25 21:32:23+00:00,Square,0
Chunky Blend Chalk - 1.5oz,1.9899999999999998,0.29,1.48,Midnight Lightning Chunky Blend Chalk,3.76,2024-09-25,4.95,Retail,,,False,False,2024-09-25 21:19:00+00:00,Square,0
Regular,5.49,0.45,0.0,Joshua Tree Mountain Mint SPF 15 Organic Lip Balm,5.94,2024-09-25,5.49,Retail,,,False,False,2024-09-25 18:26:18+00:00,Square,0
CAPITAN: Gear Upgrade,6.0,0.5,0.0,CAPITAN: Gear Upgrade,6.5,2024-09-25,6.0,Day Pass,,,False,False,2024-09-25 00:52:51+00:00,Square,1
Chunky Blend Chalk - 1.5oz,4.95,0.41,0.0,Midnight Lightning Chunky Blend Chalk,5.36,2024-09-25,4.95,Retail,,,False,False,2024-09-25 00:23:02+00:00,Square,0
CAPITAN: Non-Participant/Spectator Day Pass,5.0,0.41,0.0,CAPITAN: Non-Participant/Spectator Day Pass,5.41,2024-09-24,5.0,Day Pass,,,False,False,2024-09-24 23:54:30+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-24,20.0,Day Pass,,,False,False,2024-09-24 23:54:30+00:00,Square,1
Large,25.0,2.06,0.0,Organic Chalk Bag,27.06,2024-09-24,25.0,Retail,,,False,False,2024-09-24 23:33:55+00:00,Square,0
6 oz Competition Quality Chalk Bag,14.99,1.24,0.0,Primo Chalk,16.23,2024-09-24,14.99,programming,,,False,False,2024-09-24 23:33:55+00:00,Square,0
Orange Mango,2.5,0.21,0.0,BodyArmor 20 oz,2.71,2024-09-24,2.5,Retail,,,False,False,2024-09-24 22:51:15+00:00,Square,0
CAPITAN: Non-Participant/Spectator Day Pass,14.999999999999998,1.24,0.0,CAPITAN: Non-Participant/Spectator Day Pass,16.24,2024-09-24,5.0,Day Pass,,,False,False,2024-09-24 22:05:26+00:00,Square,3
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-24,20.0,Day Pass,,,False,False,2024-09-24 22:05:26+00:00,Square,1
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-09-24,20.0,Day Pass,,,False,False,2024-09-24 20:32:24+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-09-24,26.0,Day Pass,,,False,False,2024-09-24 20:32:24+00:00,Square,1
Chocolate Chip,2.5,0.2,0.0,Chocolate Chip Energy Bar,2.7,2024-09-24,2.5,Retail,,,False,False,2024-09-24 18:22:28+00:00,Square,0
Raspberries and Lemons,2.99,0.25,0.0,Skratch Labs Anytime Energy Bar,3.24,2024-09-24,2.99,Retail,,,False,False,2024-09-24 18:22:28+00:00,Square,0
JTree Mini Climber Salve,8.99,0.74,0.0,Joshua Tree Organic Climbing Salve,9.73,2024-09-24,8.99,Retail,,,False,False,2024-09-24 17:25:24+00:00,Square,0
Regular,2.75,0.23,0.0,Red Bull Energy Drink 8.4 oz,2.98,2024-09-24,2.75,Retail,,,False,False,2024-09-24 17:24:04+00:00,Square,0
Strawberry Banana,1.5,0.12,0.0,BodyArmor 20 oz,1.62,2024-09-24,1.5,Retail,,,False,False,2024-09-24 13:37:15+00:00,Square,0
3-Pack Multi One Size,7.949999999999999,0.66,0.0,So Ill Holds Strength Trainer,8.61,2024-09-24,7.95,Retail,,,False,False,2024-09-24 00:02:22+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 20:54:43+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-09-23,26.0,Day Pass,,,False,False,2024-09-23 20:53:40+00:00,Square,1
Vegan Chocolate,36.95,3.05,0.0,Skratch Labs Recovery- Sport Drink Mix,40.0,2024-09-23,36.95,Retail,,,False,False,2024-09-23 20:23:34+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 20:08:52+00:00,Square,2
GF 1 oz (Pack of 20)20,0.9100000000000001,0.13,0.69,"Primal Beef Stick,Spicy",1.73,2024-09-23,2.29,Retail,,,False,False,2024-09-23 19:49:22+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 19:07:25+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 19:07:25+00:00,Square,2
11,47.18999999999999,6.81,35.38,UNPARALLEL UP-MOCC,89.38,2024-09-23,117.95,Retail,,,False,False,2024-09-23 19:06:58+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 18:42:01+00:00,Square,2
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 17:12:20+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-09-23,20.0,Day Pass,,,False,False,2024-09-23 17:12:20+00:00,Square,2
Twist-Lock (B01MYQ8JNU),8.790000000000001,1.27,6.58,Petzl SM'D Twist-Lock Carabiner (orange/red),16.64,2024-09-23,21.95,Retail,,,False,False,2024-09-23 11:59:54+00:00,Square,0
Regular,43.99,6.35,32.98,Petzl Grigri Belay Device (gray),83.32,2024-09-23,109.95,Retail,,,False,False,2024-09-23 11:55:21+00:00,Square,0
One Size,8.95,0.74,0.0,Metolius Climbing Tape Roll White,9.69,2024-09-23,8.95,Retail,,,False,False,2024-09-23 11:51:43+00:00,Square,0
JTree Mini Climber Salve,8.99,0.74,0.0,Joshua Tree Organic Climbing Salve,9.73,2024-09-23,8.99,Retail,,,False,False,2024-09-23 10:42:16+00:00,Square,0
Regular,1.29,0.19,0.98,Fairlife Protein Shake Chocolate 11.5fl oz,2.46,2024-09-22,3.25,Retail,,,False,False,2024-09-22 22:52:48+00:00,Square,0
Peanut Butter & Chocolate,1.21,0.17,0.89,Skratch Labs Anytime Energy Bar,2.27,2024-09-22,2.99,Retail,,,False,False,2024-09-22 22:52:48+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",0.9100000000000001,0.13,0.69,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,1.73,2024-09-22,2.29,Retail,,,False,False,2024-09-22 22:52:48+00:00,Square,0
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 22:48:22+00:00,Square,1
CAPITAN: Grand Opening Weekend,20.0,1.65,0.0,CAPITAN: Grand Opening Weekend,21.65,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 22:42:14+00:00,Square,2
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 22:10:29+00:00,Square,1
Regular,1.1099999999999999,0.16,0.82,Red Bull Energy Drink 8.4 oz,2.09,2024-09-22,2.75,Retail,,,False,False,2024-09-22 21:58:27+00:00,Square,0
"Kosher (2.4-Ounce Protein Bars, 1 Count)",2.09,0.17,0.0,CLIF Bar - Energy Bar - Blueberry Crisp,2.26,2024-09-22,2.09,Retail,,,False,False,2024-09-22 20:58:23+00:00,Square,0
"Kosher (2.4 Ounce Protein Bar, 1 Count) Packaging May Vary",2.09,0.18,0.0,CLIF Bar - Energy Bar - Peanut Butter Banana with Dark Chocolate - Made with Organic Oats - Plant Based Food - Vegetarian,2.27,2024-09-22,2.09,Retail,,,False,False,2024-09-22 20:58:23+00:00,Square,0
Chocolate Chip,2.09,0.17,0.0,Chocolate Chip Energy Bar,2.26,2024-09-22,2.09,Retail,,,False,False,2024-09-22 20:58:23+00:00,Square,0
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:46:50+00:00,Square,3
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:44:50+00:00,Square,1
Orange,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-22,1.5,Retail,,,False,False,2024-09-22 20:40:44+00:00,Square,0
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:35:51+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:35:12+00:00,Square,1
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:34:43+00:00,Square,3
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:34:15+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:33:37+00:00,Square,1
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:21:04+00:00,Square,3
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 20:20:01+00:00,Square,1
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:56:16+00:00,Square,3
CAPITAN: Grand Opening Weekend,20.0,1.65,0.0,CAPITAN: Grand Opening Weekend,21.65,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:44:44+00:00,Square,2
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:44:04+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:43:08+00:00,Square,1
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:42:25+00:00,Square,3
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:38:25+00:00,Square,3
Chocolate Chip,2.78,0.23,0.0,Chocolate Chip Organic Baked Whole Grain Energy Snack Bar,3.01,2024-09-22,1.39,Retail,,,False,False,2024-09-22 19:37:16+00:00,Square,0
CAPITAN: Grand Opening Weekend,20.0,1.65,0.0,CAPITAN: Grand Opening Weekend,21.65,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:35:22+00:00,Square,2
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:33:02+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:32:27+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:31:49+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:30:53+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:30:18+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:29:45+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:28:56+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:28:18+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:26:57+00:00,Square,1
CAPITAN: Grand Opening Weekend,40.0,3.3,0.0,CAPITAN: Grand Opening Weekend,43.3,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:14:49+00:00,Square,4
CAPITAN: Grand Opening Weekend,20.0,1.65,0.0,CAPITAN: Grand Opening Weekend,21.65,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:13:16+00:00,Square,2
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:11:48+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:10:48+00:00,Square,1
CAPITAN: Grand Opening Weekend,29.999999999999996,2.48,0.0,CAPITAN: Grand Opening Weekend,32.48,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:09:44+00:00,Square,3
CAPITAN: Grand Opening Weekend,20.0,1.65,0.0,CAPITAN: Grand Opening Weekend,21.65,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:08:24+00:00,Square,2
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:07:10+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:05:56+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:01:46+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 19:00:41+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 18:59:39+00:00,Square,1
CAPITAN: Grand Opening Weekend,10.0,0.82,0.0,CAPITAN: Grand Opening Weekend,10.82,2024-09-22,10.0,Day Pass,,,False,False,2024-09-22 18:58:47+00:00,Square,1
Regular,22.95,1.89,0.0,Petzl Am'd Triact-Lock Carabiner (gray/orange),24.84,2024-09-22,22.95,Retail,,,False,False,2024-09-22 02:45:16+00:00,Square,0
Gibson,23.02,2.3,4.94,8bplus Character Chalk Bag,30.26,2024-09-22,32.9,Retail,,,False,False,2024-09-22 02:31:33+00:00,Square,0
Regular,6.2700000000000005,0.63,1.34,Midnight Lightning Chalktopus,8.24,2024-09-22,8.95,Retail,,,False,False,2024-09-22 02:31:33+00:00,Square,0
Regular,2.75,0.23,0.0,Red Bull Energy Drink 8.4 oz,2.98,2024-09-22,2.75,Retail,,,False,False,2024-09-22 02:26:14+00:00,Square,0
Orange Mango,0.5999999999999999,0.08,0.45,BodyArmor 20 oz,1.13,2024-09-22,1.5,Retail,,,False,False,2024-09-22 01:53:00+00:00,Square,0
Fruit Punch,0.5999999999999999,0.09,0.45,Gatorade Thirst Quencher Sports Drink 20oz,1.14,2024-09-22,1.5,Retail,,,False,False,2024-09-22 01:53:00+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-09-22,26.0,Day Pass,,,False,False,2024-09-22 01:21:10+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-22,20.0,Day Pass,,,False,False,2024-09-22 01:11:37+00:00,Square,1
Fruit Punch,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-22,1.5,Retail,,,False,False,2024-09-22 01:05:55+00:00,Square,0
Regular,5.5,0.46,0.0,Red Bull Energy Drink 8.4 oz,5.96,2024-09-22,2.75,Retail,,,False,False,2024-09-22 01:05:55+00:00,Square,0
M/L (turquoise),69.95,5.77,0.0,Petzl Corax Climbing Harness,75.72,2024-09-22,69.95,Retail,,,False,False,2024-09-22 00:26:44+00:00,Square,0
(1.2 oz)54,2.78,0.23,0.0,CLIF Kid Zbar - Organic Energy Bar - Chocolate Brownie,3.01,2024-09-21,1.39,Retail,,,False,False,2024-09-21 23:32:13+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",2.29,0.19,0.0,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,2.48,2024-09-21,2.29,Retail,,,False,False,2024-09-21 23:32:13+00:00,Square,0
Chunky Blend Chalk - 1.5oz,4.95,0.41,0.0,Midnight Lightning Chunky Blend Chalk,5.36,2024-09-21,4.95,Retail,,,False,False,2024-09-21 23:04:10+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),56.0,5.61,12.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),73.61,2024-09-21,20.0,Day Pass,,,False,False,2024-09-21 23:03:46+00:00,Square,4
Regular,1.5,0.12,0.0,Ozarka Water Bottle 16.9oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 23:00:20+00:00,Square,0
Regular,2.75,0.23,0.0,Red Bull Energy Drink 8.4 oz,2.98,2024-09-21,2.75,Retail,,,False,False,2024-09-21 23:00:20+00:00,Square,0
Regular,8.95,0.74,0.0,Metolius Finger Tape 1/2 Roll lime green,9.69,2024-09-21,8.95,Retail,,,False,False,2024-09-21 22:29:24+00:00,Square,0
Fruit Punch,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 22:17:34+00:00,Square,0
Regular,3.25,0.27,0.0,Fairlife Protein Shake Chocolate 11.5fl oz,3.52,2024-09-21,3.25,Retail,,,False,False,2024-09-21 22:08:43+00:00,Square,0
Fruit Punch,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 22:04:45+00:00,Square,0
Orange,1.5,0.13,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.63,2024-09-21,1.5,Retail,,,False,False,2024-09-21 22:04:45+00:00,Square,0
Regular,1.1099999999999999,0.16,0.82,Red Bull Energy Drink 8.4 oz,2.09,2024-09-21,2.75,Retail,,,False,False,2024-09-21 22:02:46+00:00,Square,0
Orange Mango,1.5,0.12,0.0,BodyArmor 20 oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 21:43:00+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-09-21,20.0,Day Pass,,,False,False,2024-09-21 21:38:29+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-21,20.0,Day Pass,,,False,False,2024-09-21 21:38:29+00:00,Square,1
Regular,1.1099999999999999,0.16,0.82,Red Bull Energy Drink 8.4 oz,2.09,2024-09-21,2.75,Retail,,,False,False,2024-09-21 21:25:55+00:00,Square,0
2.5 oz,9.99,0.82,0.0,Friction Labs Unicorn Dust,10.81,2024-09-21,9.99,Retail,,,False,False,2024-09-21 21:22:18+00:00,Square,0
Unisex Adult,11.95,0.99,0.0,Petzl Spirit Carabiner Bent (grey),12.94,2024-09-21,11.95,Retail,,,False,False,2024-09-21 21:05:24+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-09-21,26.0,Day Pass,,,False,False,2024-09-21 20:45:09+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-21,20.0,Day Pass,,,False,False,2024-09-21 20:45:09+00:00,Square,1
Regular,8.0,0.66,0.0,SoiLL Boar Hair Brush 3.0,8.66,2024-09-21,8.0,Retail,,,False,False,2024-09-21 20:40:13+00:00,Square,0
Regular,1.2,0.1,0.0,Bites Strawberry 1.3 oz by Bobos Oat Bars,1.3,2024-09-21,1.2,Retail,,,False,False,2024-09-21 20:36:34+00:00,Square,0
Regular,3.25,0.27,0.0,Fairlife Protein Shake Chocolate 11.5fl oz,3.52,2024-09-21,3.25,Retail,,,False,False,2024-09-21 20:36:34+00:00,Square,0
Orange,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 20:28:23+00:00,Square,0
CAPITAN: Top Rope Belay Class - 1-hour Belay Class,10.0,0.83,0.0,CAPITAN: Top Rope Belay Class - 1-hour Belay Class,10.83,2024-09-21,10.0,programming,,,False,False,2024-09-21 19:35:17+00:00,Square,0
Chocolate Chip,1.39,0.11,0.0,Chocolate Chip Organic Baked Whole Grain Energy Snack Bar,1.5,2024-09-21,1.39,Retail,,,False,False,2024-09-21 19:35:17+00:00,Square,0
Regular,3.25,0.27,0.0,Fairlife Protein Shake Chocolate 11.5fl oz,3.52,2024-09-21,3.25,Retail,,,False,False,2024-09-21 19:35:17+00:00,Square,0
CAPITAN: Top Rope Belay Class - 1-hour Belay Class,10.0,0.83,0.0,CAPITAN: Top Rope Belay Class - 1-hour Belay Class,10.83,2024-09-21,10.0,programming,,,False,False,2024-09-21 19:33:42+00:00,Square,0
JTree Mini Climber Salve,8.99,0.74,0.0,Joshua Tree Organic Climbing Salve,9.73,2024-09-21,8.99,Retail,,,False,False,2024-09-21 19:33:42+00:00,Square,0
Regular,8.95,0.74,0.0,Metolius Finger Tape 1/2 Roll lime green,9.69,2024-09-21,8.95,Retail,,,False,False,2024-09-21 19:33:42+00:00,Square,0
Glacier Cherry,1.5,0.12,0.0,Gatorade Zero Sugar Thirst Quencher 20oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 19:25:18+00:00,Square,0
Regular,1.5,0.13,0.0,Ozarka Water Bottle 16.9oz,1.63,2024-09-21,1.5,Retail,,,False,False,2024-09-21 19:25:18+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-09-21,26.0,Day Pass,,,False,False,2024-09-21 19:13:24+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-21,20.0,Day Pass,,,False,False,2024-09-21 19:13:24+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-09-21,26.0,Day Pass,,,False,False,2024-09-21 18:57:48+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-09-21,20.0,Day Pass,,,False,False,2024-09-21 18:57:48+00:00,Square,1
Regular,1.1099999999999999,0.16,0.82,Red Bull Energy Drink 8.4 oz,2.09,2024-09-21,2.75,Retail,,,False,False,2024-09-21 18:57:00+00:00,Square,0
Lemon Lime,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 18:38:16+00:00,Square,0
Lemon Lime,1.5,0.12,0.0,Gatorade Thirst Quencher Sports Drink 20oz,1.62,2024-09-21,1.5,Retail,,,False,False,2024-09-21 18:36:46+00:00,Square,0
GF 1 oz (Pack of 20)20,0.9100000000000001,0.13,0.69,"Primal Beef Stick,Spicy",1.73,2024-09-21,2.29,Retail,,,False,False,2024-09-21 18:21:03+00:00,Square,0
"Kosher (2.4-Ounce Protein Bars, 1 Count)",1.47,0.15,0.31,CLIF Bar - Energy Bar - Blueberry Crisp,1.93,2024-09-21,2.09,Retail,,,False,False,2024-09-21 18:17:13+00:00,Square,0
"Kosher (2.4 Ounce Protein Bar, 1 Count) Packaging May Vary",1.47,0.15,0.31,CLIF Bar - Energy Bar - Peanut Butter Banana with Dark Chocolate - Made with Organic Oats - Plant Based Food - Vegetarian,1.93,2024-09-21,2.09,Retail,,,False,False,2024-09-21 18:17:13+00:00,Square,0
Box of 16,3.34,0.33,0.72,Untapped Organic Maple Raspberry Waffle - Individually Wrapped,4.39,2024-09-21,2.39,Retail,,,False,False,2024-09-21 18:17:13+00:00,Square,0
